3,7,5,3,4,2,6,1,2,0,2,5,6,3,6,1,2
0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0
0,0,24,0,0,0,1199,0,0,0,34,0,0,0,26,0,0
41,50,36,53,970,58,50,28,50,34,28,37,63,64,48,1,16
